Title,Now Price,Link,Manufacturer,html_file,CPU manufacturer,CPU,CPU Speed (GHz),RAM (GB),RAM Type,Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,GPU,Weight (kg),Battery,Charging
"Laptop MSI Gaming Thin 15 B12UC-1416VN i5 12450H/16GB/512GB/15.6""FHD/RTX3050 4GB/Win11_Balo",17.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-thin-15-b12uc-1416vn-i5-12450h,msi,data/laptop_html/msi+6.html,Intel,12450H,2 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.86 kg,52.4 Whr,120 W
"Laptop MSI Gaming Thin A15 B7UC-261VN R5 7535HS/16GB/512GB/15.6"" FHD/RTX3050_4GB/Win11_Balo",17.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-thin-a15-b7uc-261vn-r5-7535hs,msi,data/laptop_html/msi+7.html,AMD,7535HS,3.3 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.86 kg,52.4 Wh,120 W
"Laptop MSI Gaming Thin 15 B13UCX-2080VN i5 13420H/16GB/512GB/15.6"" FHD/RTX 2050 4GB/Win 11_Balo",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-thin-15-b13ucx-2080vn-i5-13420h,msi,data/laptop_html/msi+8.html,Intel,13420H,1.5 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,Geforce RTX 2050,1.86 kg,52.4 Wh,120 W
"Laptop MSI Gaming Katana 15 B13VFK-676VN i7 13620H/AI/16GB/1TB/Geforce RTX 4060 8GB/15.6""FHD/Win11_Balo",27.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-katana-15-b13vfk-676vn-i7-13620h,msi,data/laptop_html/msi+9.html,Intel,13620H,NA,16 GB (2 thanh 8 GB),DDR5,1 TB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 4060,2.25 kg,53.5 Wh,200 W
"Laptop MSI Gaming Cyborg 15 A12UC-621VN i5 12450H/16GB/512GB/15.6""FHD/RTX3050 4GB/Win11_Balo",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-cyborg-15-a12uc-621vn-i5-12450h,msi,data/laptop_html/msi+10.html,Intel,12450H,2 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.9 kg,53.5 Whr,120 W
"Laptop MSI Gaming Cyborg 14 A13UDX-099VN i7-13620H/16GB/512GB/14"" FHD/RTX3050 6GB/W11_Balo",24.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-cyborg-14-a13udx-099vn-i7-13620h,msi,data/laptop_html/msi+11.html,Intel,13620H,1.8 ,16 GB (2 thanh 8 GB),DDR5,512 ,14 inch,1920 x 1200 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.6 kg,53.5 Wh,120 W
"Laptop MSI Gaming GF63 Thin 12UC-1006VN i5 12450H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win11",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-gf63-thin-12uc-1006vn-i5-12450h,msi,data/laptop_html/msi+12.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laptop MSI Modern 14 C7M-220VN R5 7530U/8GB/512GB/14""FHD/Win 11",9.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-modern-14-c7m-220vn-r5-7530u,msi,data/laptop_html/msi+13.html,AMD,7530U,2.00 Ghz,8 GB,DDR4,512 GB,14.0 inch,1920 x 1080 Pixels,60 Hz,AMD,Radeon,1.4 kg,39.3 Wh,65 W
"Laptop MSI Modern 15 B12MO-628VN i5 1235U/16GB/512GB/15.6""FHD/Win11",12.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-modern-15-b12mo-628vn-i5-1235u,msi,data/laptop_html/msi+14.html,Intel,1235U,1.3 ,16 GB,DDR4,512 ,15.6 inch,1920 x 1080 Pixels,60 Hz,Intel,Iris Xe,1.7 kg,39 Wh,65 W
"Laptop MSI Gaming Thin GF63 12VE-454VN i5 12450H/16GB/512GB/15.6"" FHD/GeForce RTX 4050 6GB/Win 11",18.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-thin-gf63-12ve-454vn-i5-12450h,msi,data/laptop_html/msi+15.html,Intel,12450H,2 Ghz,16 GB,DDR4,512 GB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 4050,1.86 kg,52.4 Wh,NA
"Laptop MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS/16GB/512GB/15.6""FHD/RTX4050 6GB/Win 11_Balo",26.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8ve-402vn-r7-8845hs,msi,data/laptop_html/msi+16.html,AMD,8845HS,3.8 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4050,2.25 kg,53.5 Whr,200 W
"Laptop MSI Gaming Thin 15 B12UCX-1419VN i5-12450H/8GB/512GB/15.6""FHD/RTX2050_4GB/Win11_Balo",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-thin-15-b12ucx-1419vn-i5-12450h,msi,data/laptop_html/msi+17.html,Intel,12450H,2.2 ,8 GB (1 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,Geforce RTX 2050,1.86 kg,52.4 Wh,120 W
"Laptop MSI Modern 14 C13M-612VN i5 1335U/16GB/512GB/14""FHD/Win11_Hồng",13.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-modern-14-c13m-612vn-i5-1335u,msi,data/laptop_html/msi+18.html,Intel,1335U,1.3 Ghz,16 GB,DDR4,512 GB,14.0 inch,1920 x 1080 Pixels,60 Hz,Intel,Iris Xe,1.4 kg,39.3 Wh,65 W
"Laptop MSI Gaming Sword 16 HX B14VEKG-039VN i7-14700HX/16GB/1TB/16""FHD+/RTX4050_6GB/Win11_Balo",31.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vekg-039vn-i7-14700hx,msi,data/laptop_html/msi+19.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laptop MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS/16GB/512GB/15.6""FHD/RTX4060_8GB/Win11_Balo",28.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8vf-419vn-r7-8845hs,msi,data/laptop_html/msi+20.html,AMD,8845HS,3.8 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4060,2.25 kg,53.5 Wh,200 W
"Laptop MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H/AI/16GB/512GB/15.6""FHD/RTX4050 6GB/Win11_Balo",28.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-cyborg-15-ai-a1ve-053vn-ultra-7-155h,msi,data/laptop_html/msi+21.html,Intel,155H,1.4 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4050,1.98 kg,53.5 Whr,120 W
"Laptop MSI Gaming Raider GE68 HX 14VIG-496VN i9-14900HX/AI/32GB/2TB/16""QHD+/RTX4090_16GB/Win11",79.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-raider-ge68-hx-14vig-496vn-i9-14900hx,msi,data/laptop_html/msi+22.html,Intel,14900HX,1.6 ,32 GB (2 thanh 16 GB),DDR5,2 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4090,2.75 kg,99.9 WHrs,330 W
"Laptop MSI Prestige 14 AI Studio C1VEG-056VN U7-155H/32GB/1TB/14""2.8K/RTX4050 6GB/Win 11_Túi",32.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-prestige-14-ai-studio-c1veg-056vn,msi,data/laptop_html/msi+23.html,Intel,155H,1.4 ,32 GB (2 thanh 16 GB),DDR5,1 ,14 inch,2880 x 1800 Pixels,60 ,NVIDIA,GeForce RTX 4050,1.7 kg,90 Wh,140 W
"Laptop MSI Gaming Katana 15 B13VGK-1211VN i7 13620H/AI/16GB/1TB/15.6""FHD/RTX 4070 8GB/Win11/Balo",38.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-katana-15-b13vgk-1211vn-i7-13620h,msi,data/laptop_html/msi+24.html,Intel,13620H,2.40 Ghz,16 GB (2 thanh 8 GB),DDR5,1 TB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 4070,2.29 kg,53.5 Wh,200 W
"Laptop MSI Prestige A16 AI+ A3HMG-045VN Ryzen AI 9 365/32GB/1TB/16""UHD+OLED/Win11_Bạc_Túi",40.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-prestige-a16-ai-a3hmg-045vn,msi,data/laptop_html/msi+25.html,AMD,365,2 ,32 GB (2 thanh 16 GB),LPDDR5,1 ,16 inch,3840 x 2400 Pixels,60 ,AMD,Radeon,1.9 kg,82 WHrs,100 W
"Laptop MSI Gaming Raider GE68HX 13VF-050VN i7 13700HX/AI/16GB/2TB/16""QHD/Nvidia RTX 4060 8GB/Win11_Balo",50.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-raider-ge68hx-13vf-050vn-i7-13700hx,msi,data/laptop_html/msi+26.html,Intel,13700HX,2.1 Ghz,16 GB (2 thanh 8 GB),DDR5,2 TB,16.0 inch,2560 x 1600 Pixels,240 Hz,NVIDIA,GeForce RTX 4060,2.7 kg,99 Wh,NA
"Laptop MSI Gaming Cyborg 15 A12UCX-281VN i5-12450H/8GB/512GB/15.6""FHD/RTX 2050 4GB/Win11_Balo",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-cyborg-15-a12ucx-281vn-i5-12450h,msi,data/laptop_html/msi+27.html,Intel,12450H,2 ,8 GB,DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 Hz,Đang cập nhật,Geforce RTX 2050,1.98 kg,53.5 Wh,120 W
"Laptop MSI Gaming Vector GP78HX 13VI-476VN i9-13980HX/AI/32GB/2TB/17""QHD+/RTX4090_16GB/Win11_Balo",79.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-vector-gp78hx-13vi-476vn-i9-13980hx,msi,data/laptop_html/msi+28.html,Intel,13980HX,1.6 ,32 GB (2 thanh 16 GB),DDR5,2 ,17 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4090,3 kg,90 WHrs,330 W
"Laptop MSI Gaming Katana 15 AI B8VG-465VN R7 8845HS/AI/16GB/1TB/15.6""FHD/RTX4070 8GB/Win11_Balo",36.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-katana-15-ai-b8vg-465vn-r7-8845hs,msi,data/laptop_html/msi+29.html,AMD,8845HS,3.8 ,16 GB (2 thanh 8 GB),DDR5,1 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4070,2.3 kg,53.5 Whr,200 W
"Laptop MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX/AI/16GB/1TB/16""QHD+/RTX4070_8GB/Win11_Balo",42.690.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vgkg-038vn-i7-14700hx,msi,data/laptop_html/msi+30.html,Intel,14700HX,2.1 ,16 GB (2 thanh 8 GB),DDR5,1 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4070,2.3 kg,65 Wh,200 W
"Laptop MSI Gaming Raider GE68 HX 14VHG-646VN i9 14900HX/AI/32GB/2TB/16""MiniLED/RTX4080 12GB/W11_Balo",79.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-raider-ge68-hx-14vhg-646vn-i9-14900hx,msi,data/laptop_html/msi+31.html,Intel,14900HX,2.2 ,32 GB (2 thanh 16 GB),DDR5,2 ,16 inch,3840 x 2400 Pixels,120 ,NVIDIA,GeForce RTX 4080,2.75 kg,99 Wh,330 W
"Laptop MSI Gaming Raider GE68HX 13VF-050VN i7 13700HX/AI/16GB/2TB/16""QHD/Nvidia RTX 4060 8GB/Win11_Balo",50.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-raider-ge68hx-13vf-050vn-i7-13700hx,msi,data/laptop_html/msi+32.html,Intel,13700HX,2.1 Ghz,16 GB (2 thanh 8 GB),DDR5,2 TB,16.0 inch,2560 x 1600 Pixels,240 Hz,NVIDIA,GeForce RTX 4060,2.7 kg,99 Wh,NA
"Laptop MSI Gaming Vector GP78HX 13VI-476VN i9-13980HX/AI/32GB/2TB/17""QHD+/RTX4090_16GB/Win11_Balo",79.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-vector-gp78hx-13vi-476vn-i9-13980hx,msi,data/laptop_html/msi+33.html,Intel,13980HX,1.6 ,32 GB (2 thanh 16 GB),DDR5,2 ,17 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4090,3 kg,90 WHrs,330 W
"Laptop MSI Prestige 14 AI Studio C1UDXG-058VN U7-155H/16GB/1TB/14""FHD/RTX3050 6GB/Win11_Túi",Hàng sắp về,https://fptshop.com.vn//may-tinh-xach-tay/msi-prestige-14-ai-studio-c1udxg-058vn,msi,data/laptop_html/msi+34.html,Intel,155H,1.4 ,16 GB (1 thanh 16 GB),DDR5,1 ,14 inch,1920 x 1200 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.7 kg,90 Wh,140 W
"Laptop MSI Modern 15 F13MG-082VN i5-1335U/16GB/512GB/15.6""FHD/Win11_Bạc_Túi",Hàng sắp về,https://fptshop.com.vn//may-tinh-xach-tay/msi-modern-15-f13mg-082vn,msi,data/laptop_html/msi+35.html,Intel,1335U,1.3 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,Iris Xe,1.7 kg,3 Cell,56 W
"Laptop MSI Gaming Stealth 14 AI Studio A1VFG-050VN Ultra 7 155H/AI/32G/1TB/14""2.8KOLED/RTX4060_8G/Win11",Hàng sắp về,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-stealth-14-ai-studio-a1vfg-050vn-ultra-7-155h,msi,data/laptop_html/msi+36.html,Intel,155H,1.4 ,32 GB (2 thanh 16 GB),DDR5,1 ,14 inch,2880 x 1800 Pixels,120 ,NVIDIA,GeForce RTX 4060,1.7 kg,72 Wh,240 W
"Laptop MSI Gaming Raider GE68 HX 13VG-048VN i7-13700HX/AI/32GB/2TB/16""QHD+/RTX4070_8GB/Win11",Hàng sắp về,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-raider-ge68-hx-13vg-048vn-i7-13700hx,msi,data/laptop_html/msi+37.html,Intel,13700HX,2.1 ,32 GB (2 thanh 16 GB),DDR5,2 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4070,2.7 kg,99.9 WHrs,280 W
"Laptop MSI Gaming Stealth 16 MercedesAMG A13VG-289VN i9-13900H/AI/32GB/2TB/16""OLED/RTX 4070_8GB/Win11",Hàng sắp về,https://fptshop.com.vn//may-tinh-xach-tay/msi-gaming-stealth-16-mercedesamg-a13vg-289vn-i9-13900h,msi,data/laptop_html/msi+38.html,Intel,13900H,2.1 ,32 GB (2 thanh 16 GB),DDR5,2 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4070,3.3 kg,NA,NA
"Laptop Dell Vostro 14 V3420 i5 1235U/8GB/512GB/14""FHD/Win11/Office HS21",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-14-v3420-i5-1235u,dell,data/laptop_html/dell+0.html,Intel,1235U,1.3 ,8 GB,DDR4,512 ,14 inch,FHD (1920 x 1080),60 ,NA,NA,1.49 kg,65 Wh,NA
"Laptop Dell Inspiron N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-n5i5203w1,dell,data/laptop_html/dell+1.html,Intel,1235U,1.3 ,16 GB,DDR4,512 ,15.6 inch,1920 x 1080 Pixels,120 ,Intel,Iris Xe,1.66 kg,3 Cell,65 W
"Laptop Dell Inspiron N3520 i5 1235U/8GB/512GB/15.6""FHD/Win11/Office HS21",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-i5u085w11slu,dell,data/laptop_html/dell+2.html,Intel,1235U,1.3 ,8 GB,DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,Intel,UHD,1.9 kg,3 Cell,NA
"Laptop Dell Inspiron 14 N5440 i5 1334U/16GB/512GB/14""FHD+/Win11/Office HS21",20.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-14-n5440-i5-1334u,dell,data/laptop_html/dell+3.html,Intel,1334U,1.3 ,16 GB (2 thanh 8 GB),DDR5,512 ,14 inch,1920 x 1200 Pixels,60 ,NA,NA,1.54 kg,3 Cell,41 W
"Laptop Dell Inspiron 16 N5640 i5 1334U/16GB/512GB/16"" FHD+/Win11/Office HS21",21.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-16-n5640-i5-1334u,dell,data/laptop_html/dell+4.html,Intel,1334U,1.3 ,16 GB (2 thanh 8 GB),DDR5,512 ,16 inch,1920 x 1200 Pixels,60 ,NA,NA,1.87 kg,54 Wh,NA
"Laptop Dell Inspiron N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-i5-1235ui5u165w11blu-fp,dell,data/laptop_html/dell+5.html,Intel,1235U,1.3 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,Intel,UHD,1.66 kg,4 Cell,NA
"Laptop Dell Vostro V3520 i5-1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-15-3520-i5-1235u-i5u165w11gru,dell,data/laptop_html/dell+6.html,Intel,1235U,NA,16 GB,DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,NA,NA,1.9 kg,NA,NA
"Laptop Dell Vostro V3430 i5 1335U/16GB/512GB/14""FHD/Nvidia GeForce MX550 2GB/Win11/Office HS21",18.790.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v3430-60ygm1-i5-1335u,dell,data/laptop_html/dell+7.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laptop Dell Inspiron N3530 i5 1334U/16GB/512GB/15.6""FHD/Win11/Office HS21",18.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3530-i5-1334u-71043885,dell,data/laptop_html/dell+8.html,Intel,1334U,3.4 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,FHD (1920 x 1080),120 ,Intel,NA,1.66 kg,3 Cell,NA
"Laptop Dell Inspiron N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-71045026,dell,data/laptop_html/dell+9.html,Intel,1235U,3.3 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,FHD (1920 x 1080),120 ,Intel,NA,1.9 kg,3 Cell,NA
"Laptop Dell Latitude L3540 i5 1235U/16GB/512GB/15.6"" FHD/Win11",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-latitude-l3540-i5-1235u-71038100,dell,data/laptop_html/dell+10.html,Intel,1235U,3.3 ,16 GB,DDR5,512 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,Iris Xe,1.81 kg,NA,NA
"Laptop Dell Vostro V3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v3520-i5-1235u,dell,data/laptop_html/dell+11.html,Intel,1235U,NA,16 GB,DDR4,512 ,15.6 inch,FHD (1920 x 1080),120 ,NA,NA,1.9 kg,41 Wh,NA
"Laptop Dell Vostro 15 V3530 i5 1335U/16GB/512GB/15.6""FHD/Win11/Office HS21",18.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-15-3530-i5-1335u,dell,data/laptop_html/dell+12.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laptop Dell Inspiron N3520 i5 1235U/8GB/512GB/15.6""FHD/Win11/Office HS21",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-25p2311,dell,data/laptop_html/dell+13.html,Intel,1235U,1.3 ,8 GB,DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,Intel,UHD,1.9 kg,3 Cell,NA
"Laptop Dell Vostro 14 3420 (V4I5703W1) i5-1235U/16GB/512GB/14"" FHD/Win11/Office HS21",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-14-3420-v4i5703w1-i5-1235u,dell,data/laptop_html/dell+14.html,Intel,1235U,1.3 ,16 GB,DDR4,512 ,14 inch,FHD (1920 x 1080),60 ,Intel,NA,1.49 kg,41 WHrs,65 W
"Laptop Dell Inspiron 15 N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21_N5I5011W1",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/laptop-dell-inspiron-15-n3520-i5-1235u1-n5i5011w1,dell,data/laptop_html/dell+15.html,Intel,1235U,0.9 ,16 GB,DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,NA,NA,1.9 kg,NA,NA
"Laptop Dell Inspiron 15 N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21_N5I5011W1",16.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/laptop-dell-inspiron-15-n3520-i5-1235u1-n5i5011w1,dell,data/laptop_html/dell+16.html,Intel,1235U,0.9 ,16 GB,DDR4,512 ,15.6 inch,1920 x 1200 Pixels,120 ,NA,NA,1.9 kg,NA,NA
"Laptop Dell Latitude L3540 i5 1235U/16GB/512GB/15.6""FHD/Win11",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-latitude-l3540-i5-1235u-42ltl354001,dell,data/laptop_html/dell+17.html,Intel,1235U,3.3 ,16 GB,DDR4,512 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,UHD,1.86 kg,NA,NA
"Laptop Dell XPS 13 9340 Ultra 7 155H/AI/16GB/1T/13.4"" QHD+/Touch/Win11/Office HS21",55.890.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-xps-13-9340-ultra-7-155h-hxrgt,dell,data/laptop_html/dell+18.html,Intel,155H,1.3 ,16 GB,LPDDR5X,512 ,13.4 inch,2560 x 1600 Pixels,120 ,Intel,ARC,1.243 kg,3 Cell,55 W
"Laptop Dell Inspiron 15 N3530 i5 1335U/16GB/512GB/15.6""FHD/NVIDIA MX550 2GB/Win11/Office HS21",18.790.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-15-n3530-i5-1335u,dell,data/laptop_html/dell+19.html,Intel,1335U,0.9 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,FHD (1920 x 1080),120 Hz,NVIDIA,GeForce MX550,1.66 kg,3467 mAh,65 W
"Laptop Dell Inspiron N5440 Core5 120U/16GB/512GB/14.0""FHD/Win11/Office HS21",22.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n5440-core5-120u-n4i5211w1,dell,data/laptop_html/dell+20.html,Intel,120U,NA,16 GB (2 thanh 8 GB),DDR5,512 ,14 inch,FHD (1920 x 1080),60 ,Intel,NA,1.67 kg,4 Cell,NA
"Laptop Dell Latitude 3440 i5-1235U/16GB/512GB/14""FHD/Win11",16.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-latitude-l3440-i5-1235u,dell,data/laptop_html/dell+21.html,Intel,1235U,0.4 ,16 GB,DDR4,512 ,14.1 inch,FHD (1920 x 1080),60 ,NA,NA,1.54 kg,NA,NA
"Laptop Dell XPS 14 9440 U7 155H/AI/64GB/1TB/14.5""3.2K Touch/Nvidia RTX4050 6GB/Win11/Office HS22",74.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/dell-xps-14-9440-u7-155h,dell,data/laptop_html/dell+22.html,Intel,155H,1.4 ,64 GB (2 thanh 32 GB),Đang cập nhật,1 ,14.5 inch,3200 x 2000 Pixels,120 ,NA,NA,1.8 kg,NA,NA
